,Freq,Amplitude,Log freq,Log amplitude
0,0.0,23586.0,-inf,14.52564314914525
1,0.031298931967765106,1339.2817489560769,-1.5044704818918893,10.387243781592192
2,0.06259786393553021,1341.909752979878,-1.2034404862279082,10.39007193436233
3,0.09389679590329532,649.7285315891098,-1.0273492271722269,9.343693249550896
4,0.12519572787106042,762.8945572865182,-0.902410490563927,9.57533985995114
5,0.15649465983882554,577.3504251748288,-0.8055004775558705,9.173303424080574
6,0.18779359180659064,407.8415043502408,-0.7263192315082457,8.671864789732936
7,0.21909252377435573,547.4420150925702,-0.6593724418776326,9.096562352719454
8,0.25039145574212085,1077.7351815154404,-0.6013804948999457,10.07378701075895
9,0.28169038770988597,497.35259246755237,-0.5502279724525644,8.95812518653031
10,0.3129893196776511,473.7487669176605,-0.5044704818918893,8.887978377989132
11,0.34428825164541615,596.9340826643489,-0.4630777967336643,9.22142781831043
12,0.3755871836131813,760.2877327973666,-0.4252892358442645,9.570401703225834
13,0.4068861155809464,656.6499314851653,-0.39052712958505253,9.358980646001744
14,0.43818504754871146,411.1216120474578,-0.3583424462136513,8.683421403987799
15,0.4694839795164766,412.1907690399709,-0.3283792228362081,8.687168386041082
16,0.5007829114842417,427.2040642401928,-0.3003504992359645,8.738781562060678
17,0.5320818434520068,820.5081516438072,-0.27402156051361537,9.680373856576086
18,0.5633807754197719,291.95954906130225,-0.24919797678858321,8.18962468760864
19,0.5946797073875371,222.12723509094383,-0.2257168809390603,7.795242482802555
20,0.6259786393553022,301.7154841674129,-0.20344048622790809,8.237044927884488
21,0.6572775713230672,582.011373599783,-0.18225118715797006,9.184903536165457
22,0.6885765032908323,229.41765483127992,-0.16204780106968308,7.841832607970083
23,0.7198754352585974,359.9962044031592,-0.14274264587429644,8.491837885447435
24,0.7511743672263625,243.64416094744473,-0.1242592401802833,7.9286318378206255
25,0.7824732991941277,245.76070493257873,-0.10653047321985169,7.941110449135221
26,0.8137722311618928,450.78902716767857,-0.08949713392107134,8.81630858850704
27,0.8450711631296579,399.6647270578773,-0.07310671773290198,8.642646441181546
28,0.8763700950974229,72.72367792620052,-0.05731245054967012,6.184353259101891
29,0.907669027065188,168.66652043371002,-0.04207248399293324,7.3980298231649355
30,0.9389679590329532,372.30117053983594,-0.02734922717222689,8.540326341901196
31,0.9702668910007183,170.98936858072167,-0.01310878805761664,7.417762816800025
32,1.0015658229684834,169.0002131906716,0.0006794964280166623,7.400881256216685
33,1.0328647549362484,237.38098904674416,0.014043457985998124,7.891060589345031
34,1.0641636869040136,50.305179087135706,0.02700843515036582,5.652635032864251
35,1.0954626188717786,189.41803388499807,0.0395975624583863,7.565429881499179
36,1.1267615508395439,85.28571951927906,0.05183201887539797,6.4142322877382965
37,1.1580604828073089,111.48768425909947,0.06373124217510567,6.800740538129547
38,1.1893594147750741,309.7485356162602,0.07531311472492087,8.274953651594505
39,1.2206583467428391,152.72972792461545,0.08659412513460989,7.254837091170589
40,1.2519572787106044,283.55537499479925,0.09758950943607311,8.147486693651823
41,1.2832562106783694,283.5293356896546,0.10831337482784618,8.14735420277094
42,1.3145551426461344,243.1411543328855,0.11877880850601112,7.925650295921702
43,1.3458540746138996,156.18630743998432,0.12899797368769722,7.287124170435714
44,1.3771530065816646,84.3068411121913,0.1389821945942981,6.397577798868289
45,1.4084519385494298,60.24138702576117,0.1487420318834544,5.912683082562383
46,1.4397508705171949,105.88277779848109,0.15828734978968476,6.726324138828389
47,1.47104980248496,112.08993180059854,0.16762737604382819,6.808512887242962
48,1.502348734452725,30.390858294848044,0.17677075548369792,4.925565514737216
49,1.53364766642049,139.1339714584224,0.18572559813662431,7.120330906353834
50,1.5649465983882553,77.11747323646638,0.1944995224441295,6.268985877148456
51,1.5962455303560203,87.31383608646625,0.20309969420604704,6.4481383818655384
52,1.6275444623237856,179.45178808137413,0.21153286174290986,7.48745248820472
53,1.6588433942915506,60.88556631220365,0.2198053877088997,5.9280283545816
54,1.6901423262593158,57.41886260025716,0.22792327793107922,5.8434528476334195
55,1.7214412582270808,48.44183239956333,0.23589220760235452,5.598181533490268
56,1.7527401901948458,39.20668575722639,0.24371754511431107,5.293027787144774
57,1.784039122162611,125.79294421944955,0.2514043737806021,6.974907192873594
58,1.815338054130376,134.30589251702048,0.25895751167104797,7.069378792519179
59,1.8466369860981413,151.33807483653652,0.26638152975025486,7.241631187688685
60,1.8779359180659063,69.53606544724946,0.2736807684917543,6.119689532382429
61,1.9092348500336715,161.99415610225628,0.2808593531188777,7.339797958968792
62,1.9405337820014366,110.49316000904307,0.2879212076063646,6.7878132532695945
63,1.9718327139692018,47.60670102603853,0.29487006756169243,5.5730927536434995
64,2.003131645936967,179.3476451324726,0.3017094920919979,7.486614992343608
65,2.034430577904732,102.56580234380034,0.30844287475096627,6.680405975173187
66,2.065729509872497,21.857321972152313,0.3150734536499793,4.450044743190209
67,2.097028441840262,113.34703538861598,0.3216043208089371,6.824602847407683
68,2.1283273738080273,69.036193200014,0.328038430814347,6.109281008377575
69,2.1596263057757925,22.0403716964098,0.334378608845366,4.462076649107023
70,2.1909252377435573,146.73561297766716,0.3406275581223675,7.1970752477725535
71,2.2222241697113225,76.4910149310752,0.346787866827186,6.257218385494128
72,2.2535231016790878,110.34147505334974,0.35286201453937915,6.785831361545869
73,2.2848220336468525,155.37104384901764,0.3588523782285665,7.279573846751171
74,2.3161209656146178,87.47731971207016,0.36476123783908687,6.450837112057279
75,2.347419897582383,155.98676023265608,0.37059078149981073,7.285279771700152
