,time,c1,c2,c3,c4,p1,p2
0,145401,0,2,-1,-2,1063,2021
1,225415,0,3,-1,-2,1063,2021
2,305398,0,0,-1,-2,1063,2020
3,385397,0,-5,-1,-2,1063,2020
4,465395,0,0,-1,-2,1063,2020
5,545372,0,-5,-1,-2,1063,2021
6,625394,2,6,-1,-2,1063,2021
7,705401,3,0,-1,-2,1065,2021
8,785394,3,0,-1,-2,1065,2021
9,865358,10,0,-1,-3,1065,2021
10,945329,12,-5,-1,-2,1065,2020
11,1025352,19,-3,-1,-2,1066,2020
12,1105334,17,-9,-1,-2,1066,2021
13,1185351,20,-5,-1,-2,1066,2021
14,1265341,21,-1,-1,-2,1066,2020
15,1345341,23,-8,-1,-2,1066,2021
16,1425353,25,-2,-1,-2,1066,2020
17,1505344,28,-14,-1,-2,1067,2020
18,1585335,30,-12,-1,-2,1067,2020
19,1665316,28,-10,-1,-2,1068,2020
20,1745298,21,-6,-1,-2,1069,2020
21,1825318,27,-6,-1,-2,1069,2021
22,1905287,28,-7,-1,-2,1069,2020
23,1985329,28,-12,-1,-3,1069,2020
24,2065306,29,-11,-1,-3,1070,2020
25,2145289,33,-6,-1,-3,1070,2020
26,2225287,36,-22,-1,-3,1070,2020
27,2305298,39,-4,-1,-3,1071,2020
28,2385296,33,-17,-1,-3,1071,2020
29,2465276,34,-11,-1,-1,1072,2020
30,2545280,35,-7,-1,-5,1072,2020
31,2625296,39,-13,-1,-3,1073,2020
32,2705265,35,-11,-1,-3,1073,2019
33,2785243,37,-14,-1,-5,1073,2019
34,2865218,36,-12,-1,-6,1074,2019
35,2945262,40,-12,-1,-3,1074,2019
36,3025236,40,-19,-1,-6,1074,2019
37,3105242,45,-13,-1,-4,1074,2019
38,3185222,43,-24,-1,-7,1074,2019
39,3265229,46,-12,-1,-3,1075,2019
40,3345243,46,-14,-1,-4,1075,2019
41,3425260,51,-17,-1,-6,1075,2019
42,3505225,44,-23,-1,-4,1076,2019
43,3585229,50,-12,-1,-5,1077,2019
44,3665217,51,-24,-1,-4,1077,2019
45,3745238,48,-19,-1,-5,1078,2019
46,3825213,49,-20,-1,-4,1078,2018
47,3905234,50,-24,-1,-6,1078,2018
