,time,c1,c2,c3,c4,p1,p2
0,144082,0,0,-1,-3,1057,2020
1,208088,-1,0,-1,-3,1057,2020
2,272092,-1,0,-1,-3,1057,2020
3,336040,-1,0,-1,-3,1057,2020
4,400092,0,0,-1,-3,1057,2020
5,464076,0,0,-1,-3,1057,2020
6,528082,0,0,-1,-3,1057,2020
7,592057,0,0,-1,-3,1057,2020
8,656064,1,0,-1,-3,1057,2020
9,720092,2,0,-1,-3,1058,2020
10,784035,4,0,-1,-3,1058,2020
11,848047,11,0,-1,-3,1059,2020
12,928084,12,-16,-1,-3,1059,2020
13,1008030,16,-12,-1,-3,1059,2020
14,1088061,18,-12,-1,-3,1060,2020
15,1168043,22,-13,-1,-3,1059,2020
16,1248035,21,-13,-1,-3,1060,2020
17,1328025,25,-12,-1,-3,1060,2020
18,1408045,26,-12,-1,-3,1060,2020
19,1488042,28,-12,-1,-3,1061,2020
20,1568035,29,-12,-1,-3,1060,2020
21,1648000,26,-13,-1,-3,1062,2020
22,1728000,26,-13,-1,-3,1062,2020
23,1808025,32,-12,0,-3,1062,2020
24,1888005,30,-10,0,-3,1062,2019
25,1968004,30,-20,0,-3,1064,2019
26,2047979,25,-13,0,-3,1064,2019
27,2127972,29,-12,0,-3,1064,2019
28,2207990,26,-11,0,-3,1064,2019
29,2287974,32,-12,0,-3,1065,2019
30,2367980,35,-9,0,-3,1065,2019
31,2447984,37,-12,0,-3,1065,2019
32,2527979,38,-12,0,-3,1065,2019
33,2607954,44,-13,0,-3,1065,2019
34,2687953,36,-12,0,-3,1066,2019
35,2767936,43,-13,0,-3,1066,2019
36,2847982,43,-13,0,-4,1067,2019
37,2927944,46,-12,0,-6,1066,2019
38,3007925,49,-13,0,-3,1067,2019
39,3087930,49,-13,0,-3,1067,2019
40,3167918,50,-12,0,-4,1067,2019
41,3247925,56,-12,0,-4,1067,2019
42,3327897,54,-12,0,-4,1068,2019
43,3407947,46,-14,0,-4,1070,2018
44,3487917,44,-15,0,-4,1070,2018
45,3567894,58,-12,0,-6,1070,2018
46,3647884,51,-13,0,-5,1070,2018
47,3727884,55,-12,-1,-8,1070,2018
48,3807928,56,-12,-1,-9,1070,2018
49,3887884,61,-12,-1,-4,1070,2018
50,3967862,59,-12,-1,-5,1071,2018
51,4047864,53,-13,0,-5,1072,2017
52,4127885,30,-10,0,-5,1075,2016
53,4207863,16,-12,0,-4,1078,2016
54,4287838,4,-12,0,-3,1080,2016
55,4351849,10,-12,0,-4,1081,2016
56,4415892,18,-13,0,-4,1081,2016
57,4495853,20,-12,0,-3,1081,2016
58,4575853,21,-12,0,-4,1081,2016
59,4655840,22,-12,0,-4,1082,2016
60,4735849,24,-12,0,-3,1081,2016
61,4815833,29,-12,0,-4,1082,2016
62,4895808,1,-13,0,-4,1084,2016
63,4959813,0,-19,0,-4,1087,2017
64,5023813,-6,-21,0,-4,1089,2018
65,5087814,-5,-23,0,-3,1089,2018
66,5151813,-2,79,0,-2,1089,2018
67,5215798,-2,-12,0,-2,1089,2018
68,5279796,-1,-24,0,-2,1089,2018
69,5343840,0,-25,0,-2,1089,2018
70,5407817,0,-25,0,-2,1090,2018
71,5471818,0,-24,0,-1,1090,2018
72,5535787,0,-25,0,0,1090,2018
73,5599776,0,-27,0,0,1091,2018
74,5663782,0,-29,0,-1,1091,2018
75,5727775,0,-28,0,-2,1091,2019
76,5791779,0,-27,0,0,1092,2019
77,5855769,1,-30,0,-1,1093,2019
78,5919772,0,-32,0,0,1093,2019
79,5983775,0,-32,0,-1,1093,2019
80,6047773,0,-31,0,0,1094,2019
81,6111769,0,-32,0,0,1094,2019
82,6175755,4,-31,0,0,1095,2019
83,6239742,2,-32,0,0,1094,2019
84,6303745,0,-31,0,0,1096,2019
85,6367768,0,-31,0,0,1096,2019
86,6431736,0,-34,0,0,1096,2020
87,6495743,2,-34,0,0,1097,2020
88,6559723,1,-36,0,0,1098,2020
89,6623749,4,-37,0,0,1098,2019
