,time,c1,c2,c3,c4,p1,p2
104,8464213,-2,2,-1,-4,1102,2019
105,8544238,-7,-12,-1,-4,1102,2019
106,8624233,-3,-31,-1,-4,1103,2019
107,8704223,-3,0,-1,-4,1103,2020
108,8784274,-7,-8,-1,-4,1103,2020
109,8864232,-4,-36,-1,-4,1104,2019
110,8944237,-3,1,-1,-4,1104,2020
111,9024220,-7,-15,-1,-4,1104,2020
112,9104214,-1,-23,-1,-2,1105,2020
113,9184193,-1,1,-1,-2,1105,2020
114,9264223,-5,-1,-1,-2,1106,2020
115,9344194,-1,-7,-1,-3,1105,2020
116,9424198,0,1,-1,-3,1105,2020
117,9504178,0,-2,-1,-3,1106,2020
118,9584187,0,0,-1,-3,1105,2021
119,9664188,0,-1,-1,-3,1105,2020
120,9744194,0,0,-1,-3,1105,2020
121,9824175,0,-2,-1,-3,1106,2020
122,9904159,0,0,-1,-3,1106,2020
123,9984168,0,-1,-1,-3,1106,2020
124,10064161,0,0,-1,-2,1107,2020
125,10144139,0,-3,-1,-3,1107,2021
126,10224141,0,1,-1,-3,1107,2021
127,10304170,0,-1,-1,-3,1108,2021
128,10384143,0,2,-1,-3,1108,2021
129,10464129,0,-1,-1,-3,1108,2021
130,10544139,0,0,-1,-3,1109,2021
131,10624142,0,-1,-1,-3,1109,2021
132,10704137,0,0,-1,-3,1109,2021
133,10784116,0,-1,-1,-3,1110,2021
134,10864126,0,0,-1,-3,1110,2021
135,10944077,4,-1,-1,-3,1109,2021
136,11024134,2,-10,-1,-3,1110,2021
137,11104091,2,-7,-1,-3,1111,2021
138,11184092,0,-3,-1,-3,1111,2021
139,11264103,3,0,-1,-3,1112,2021
140,11344095,0,-12,-1,-3,1112,2021
141,11424091,0,0,-1,-3,1112,2021
142,11504075,1,-1,-1,-3,1112,2021
143,11584083,5,-1,-1,-3,1112,2021
144,11664087,0,-1,-1,-3,1113,2021
145,11744114,8,1,-1,-3,1113,2021
146,11824084,11,-22,-1,-3,1113,2021
147,11904062,2,-41,-1,-3,1114,2020
148,11984065,10,1,-1,-3,1114,2022
149,12064060,11,-2,-1,-3,1114,2020
150,12144053,1,-64,-1,-3,1115,2020
151,12224064,11,1,-1,-3,1115,2022
152,12304043,1,-1,-1,-3,1116,2021
153,12384040,6,-27,-1,-3,1116,2021
154,12464022,15,-4,-1,-3,1116,2021
155,12544026,13,-34,-1,-3,1116,2020
156,12623998,0,-42,-1,-3,1116,2020
157,12704005,9,1,-1,-3,1117,2021
158,12784028,9,-1,-1,-3,1117,2021
159,12864036,8,-43,-1,-3,1117,2020
160,12944009,15,-22,-1,-3,1118,2021
161,13023993,14,-27,-1,-3,1118,2020
162,13103994,11,-55,-1,-3,1118,2020
163,13184021,17,-27,-1,-3,1118,2020
164,13264022,15,-44,-1,-3,1118,2020
165,13343972,11,-42,-1,-3,1119,2020
166,13423973,18,-25,-1,-3,1119,2020
167,13504009,14,-73,-1,-3,1119,2020
168,13583978,14,-28,-1,-3,1120,2020
169,13663955,17,-24,-1,-3,1120,2020
170,13743997,17,-72,-1,-3,1120,2020
171,13823984,21,-40,-1,-4,1121,2020
172,13903962,19,-81,-1,-4,1121,2019
173,13983960,17,-44,-1,-4,1122,2019
174,14063942,14,-63,-1,-4,1122,2019
175,14143966,19,-28,-1,-5,1122,2019
176,14223944,21,-75,-1,-4,1122,2019
177,14303900,16,-50,-1,-5,1123,2019
178,14383890,19,-46,-1,-5,1123,2019
179,14463929,19,-68,-1,-4,1124,2019
180,14543926,20,-46,-1,-5,1123,2019
181,14623939,22,-75,-1,-4,1124,2019
182,14703948,22,-53,-1,-4,1124,2019
183,14783938,22,-82,-1,-4,1124,2019
184,14863921,26,-50,-1,-6,1124,2019
185,14943909,26,-91,-1,-4,1124,2018
186,15023894,7,-62,-1,-4,1126,2018
187,15103896,15,2,-1,-4,1127,2019
188,15183882,22,-19,-1,-9,1126,2018
189,15263916,0,-91,-1,-3,1128,2016
190,15343975,4,1,-1,-3,1128,2020
191,15423924,35,-1,0,-12,1127,2020
192,15503883,24,-79,0,-10,1127,2012
193,15583892,0,-20,0,0,1132,2006
194,15663870,-1,-40,0,-2,1131,2012
195,15743898,4,4,0,-6,1129,2018
196,15823883,21,-17,0,-8,1130,2018
197,15903834,20,-62,0,-7,1129,2016
198,15983849,0,-53,0,0,1133,2016
199,16063839,-1,1,0,0,1133,2017
200,16143853,4,0,0,-5,1131,2019
201,16223825,18,-7,0,-5,1131,2018
202,16303825,22,-53,0,-7,1131,2017
203,16383829,0,-76,0,-2,1134,2016
204,16463828,0,1,0,-1,1134,2018
205,16543818,8,16,0,-7,1133,2018
206,16623781,13,-9,0,-6,1133,2017
207,16703815,0,-62,0,-4,1134,2016
208,16783831,10,1,0,-4,1134,2018
209,16863804,8,-1,0,-4,1134,2017
210,16943792,12,-46,0,-5,1134,2017
211,17023793,12,-28,0,-5,1135,2016
212,17103797,12,-49,0,-4,1135,2017
213,17183778,10,-21,0,-4,1136,2016
214,17263813,14,-39,0,-4,1136,2016
215,17343778,13,-49,0,-4,1136,2016
216,17423798,15,-35,0,-4,1136,2016
217,17503757,17,-52,0,-4,1136,2016
218,17583793,4,-52,0,-4,1138,2016
219,17663764,2,1,0,-4,1137,2017
220,17743805,9,0,0,-4,1138,2017
221,17823730,1,-10,0,-4,1139,2016
222,17903744,12,-24,0,-4,1138,2017
223,17983757,15,-21,0,-4,1139,2016
224,18063747,0,-56,0,-4,1140,2016
225,18143724,4,1,0,-4,1140,2017
226,18223727,9,-1,0,-4,1140,2017
227,18303751,10,-24,0,-4,1140,2016
228,18383711,8,-36,0,-4,1141,2016
229,18463703,10,-18,0,-3,1141,2016
230,18543715,3,-45,0,-4,1142,2016
231,18623716,6,1,0,-3,1142,2017
232,18703692,8,-1,0,-3,1142,2017
233,18783725,1,-37,0,-3,1143,2016
234,18863713,0,1,0,-3,1143,2017
235,18943693,0,0,0,-3,1144,2017
236,19023698,2,-1,0,-3,1144,2017
237,19103699,0,-1,0,-3,1143,2017
238,19183699,7,0,0,-3,1145,2017
239,19263716,0,-6,0,-3,1147,2018
240,19343684,-5,-28,0,-3,1148,2018
241,19423662,-3,-2,0,-3,1148,2019
242,19503630,-3,-9,0,-3,1148,2018
243,19583631,-4,-10,0,-3,1148,2018
244,19663710,-2,-20,0,-3,1148,2018
245,19743686,-2,0,0,-3,1149,2019
246,19823637,-1,-3,0,-3,1148,2019
247,19903643,0,-2,0,-3,1149,2019
248,19983663,0,0,0,-3,1149,2019
249,20063624,0,0,0,-3,1149,2019
250,20143625,0,-1,0,-3,1148,2019
251,20223627,0,0,0,-3,1149,2019
252,20303628,0,-1,0,-3,1149,2019
253,20383611,0,0,0,-3,1150,2019
254,20463663,0,-6,0,0,1151,2019
255,20543638,-2,-1,0,0,1151,2020
256,20623595,0,-1,0,0,1152,2020
257,20703594,0,0,0,0,1152,2020
258,20783599,0,-1,0,0,1152,2020
259,20863608,0,0,0,0,1152,2020
