,time,c1,c2,c3,c4,p1,p2
128,9775439,46,-3,-1,-3,1113,2019
129,9855435,49,-13,-1,-3,1113,2019
130,9935445,52,-9,-1,-3,1113,2019
131,10015412,56,-12,-1,-3,1113,2019
132,10095423,57,-13,-1,-3,1113,2019
133,10175439,57,-12,-1,-3,1114,2019
134,10255408,59,-10,-1,-3,1114,2019
135,10335360,64,-13,-1,-3,1114,2019
136,10415356,64,-14,-1,-3,1114,2018
137,10495415,66,-16,-1,-3,1114,2018
138,10575388,42,-41,-1,-9,1118,2017
139,10655394,38,-11,-1,-5,1120,2017
140,10735382,30,-11,-1,-6,1122,2016
141,10815393,11,-13,-1,-4,1124,2016
142,10895376,11,-12,-1,-3,1125,2016
143,10975413,18,-13,-1,-5,1126,2016
144,11055396,15,-12,-1,-3,1126,2016
145,11135477,22,-12,-1,-3,1126,2016
146,11215374,21,-12,-1,-4,1126,2016
147,11295365,23,-11,-1,-4,1126,2016
148,11375356,16,-12,-1,-4,1128,2016
149,11455372,0,-18,0,-4,1130,2017
150,11519394,-8,-16,0,0,1133,2018
151,11583304,-3,-24,0,0,1133,2018
152,11647466,-4,-26,0,0,1133,2018
153,11711325,-3,-24,0,0,1133,2018
154,11775327,-2,-26,0,0,1133,2018
155,11839332,0,-24,0,0,1134,2018
156,11903326,0,-26,0,0,1133,2018
157,11967310,0,-24,0,0,1134,2018
158,12031305,0,-27,0,0,1134,2018
159,12095316,0,-24,0,0,1134,2018
160,12159324,0,-24,0,0,1135,2018
161,12223329,1,-24,0,0,1135,2018
162,12287285,2,-24,0,0,1135,2018
163,12351304,0,-29,0,0,1137,2019
164,12415323,-1,-31,0,0,1138,2019
165,12479292,0,-31,0,0,1138,2019
166,12543297,0,-33,0,0,1138,2019
167,12607247,0,-32,0,0,1138,2019
168,12671287,2,-31,0,0,1139,2019
169,12735271,4,-32,0,1,1139,2019
170,12799308,0,-32,0,0,1139,2019
171,12863283,9,-31,0,0,1139,2019
172,12927250,12,-32,0,0,1140,2019
173,13007253,12,-15,0,0,1141,2020
174,13087259,0,-9,0,1,1142,2020
175,13151294,10,-12,0,1,1141,2020
176,13215244,12,-12,0,0,1142,2020
177,13295234,13,-12,0,0,1142,2020
178,13375250,17,-12,0,0,1143,2020
179,13455248,18,-12,0,2,1143,2020
180,13535247,16,-13,0,2,1143,2020
181,13615232,19,-12,0,1,1144,2020
182,13695237,2,-12,0,0,1145,2020
183,13759248,10,-10,0,0,1146,2020
184,13823253,13,-11,0,0,1146,2020
185,13903219,18,-13,0,0,1146,2020
186,13983201,17,-12,0,0,1147,2021
187,14063197,21,-9,0,0,1147,2020
188,14143213,20,-13,0,0,1147,2020
189,14223184,22,-11,0,0,1147,2020
