,time,c1,c2,c3,c4,p1,p2
0,144581,0,0,-1,-2,1057,2020
1,208541,0,0,-1,-2,1056,2020
2,272499,0,0,-1,-2,1056,2020
3,336537,0,0,-1,-2,1057,2020
4,400510,1,0,-1,-2,1056,2020
5,464504,1,0,-1,-2,1057,2020
6,528528,1,-1,-1,-2,1057,2020
7,592518,4,0,-1,-2,1058,2020
8,656525,6,0,-1,-2,1058,2020
9,720503,12,0,-1,-2,1059,2020
10,800479,15,-13,-1,-2,1059,2020
11,880500,17,-12,-1,-2,1059,2020
12,960519,17,-12,-1,-2,1059,2020
13,1040514,22,-12,-1,-2,1060,2020
14,1120485,22,-12,-1,-2,1060,2020
15,1200471,25,-12,-1,-2,1060,2020
16,1280485,26,-12,-1,-2,1060,2020
17,1360482,24,-9,-1,-2,1061,2020
18,1440471,28,-12,-1,-2,1061,2020
19,1520464,35,-13,-1,-2,1061,2020
20,1600467,35,-13,-1,-2,1061,2020
21,1680443,39,-12,-1,-2,1061,2020
22,1760456,39,-12,-1,-2,1061,2020
23,1840468,38,-12,-1,-2,1062,2020
24,1920439,29,-12,-1,-2,1063,2020
25,2000440,30,-9,-1,-2,1064,2019
26,2080418,31,-13,-1,-2,1064,2019
27,2160444,33,-12,-1,-2,1065,2019
28,2240451,35,-12,-1,-2,1065,2019
29,2320407,36,-12,-1,-2,1066,2019
30,2400407,37,-12,-1,-2,1066,2019
31,2480420,39,-12,-1,-2,1065,2019
32,2560407,40,-12,-1,-2,1066,2019
33,2640453,44,-12,-1,-2,1066,2019
34,2720410,45,-12,-1,-2,1066,2019
35,2800419,49,-13,-1,-2,1067,2019
36,2880403,46,-13,-1,-2,1067,2019
37,2960384,50,-13,-1,-2,1067,2019
38,3040403,42,-12,0,-2,1068,2019
39,3120360,48,-12,0,-4,1068,2019
40,3200387,45,-10,0,-4,1069,2018
41,3280381,46,-14,0,-8,1070,2018
42,3360356,45,-12,0,-4,1071,2018
43,3440367,51,-12,0,-7,1070,2018
44,3520382,51,-12,0,-6,1070,2018
45,3600347,54,-18,0,-5,1071,2018
46,3680336,53,-13,0,-5,1071,2018
47,3760356,58,-12,0,-4,1071,2018
48,3840344,60,-12,0,-4,1071,2018
49,3920339,62,-13,0,-6,1071,2018
50,4000333,64,-13,0,-4,1071,2018
51,4080325,64,-12,0,-4,1072,2018
52,4160320,36,-7,0,-4,1076,2017
53,4240330,20,-6,0,-3,1079,2016
54,4320300,3,-13,0,-4,1081,2016
55,4384296,10,-13,0,-3,1082,2016
56,4448312,14,-12,0,-3,1082,2016
57,4528294,19,-12,0,-4,1082,2016
58,4608302,21,-12,0,-4,1082,2016
59,4688300,24,-13,0,-4,1082,2016
60,4768282,24,-12,0,-4,1083,2016
61,4848274,23,-12,0,-4,1083,2016
62,4928327,0,-12,0,-4,1086,2016
63,4992303,-4,-23,0,-2,1089,2018
64,5056276,-12,-26,0,-2,1090,2019
65,5136282,-5,12,0,0,1090,2020
66,5200278,-14,5,0,0,1091,2020
67,5280259,-7,11,0,0,1092,2020
68,5344263,-8,7,0,0,1091,2020
69,5408268,-4,14,0,0,1092,2020
70,5472239,-4,10,0,0,1092,2020
71,5536262,-3,10,0,0,1093,2020
72,5600240,-2,14,0,0,1093,2020
73,5664226,0,10,0,0,1093,2020
74,5728232,0,6,0,0,1093,2021
75,5792244,0,13,0,0,1093,2020
76,5856229,0,7,0,0,1093,2021
77,5920206,0,12,0,-1,1093,2020
78,5984230,0,12,0,0,1094,2020
79,6048208,1,10,0,0,1095,2021
80,6112205,0,6,0,0,1095,2021
81,6176219,0,9,0,0,1096,2020
82,6240159,0,11,0,0,1096,2020
83,6304204,0,6,0,0,1096,2021
84,6368187,0,5,0,0,1096,2021
85,6432191,1,9,0,0,1097,2020
86,6496205,2,6,0,0,1097,2021
87,6560196,5,8,0,0,1098,2021
88,6624178,7,5,0,0,1099,2021
89,6688173,5,9,0,0,1099,2021
90,6752184,1,4,0,0,1100,2021
91,6816201,9,3,0,0,1100,2021
92,6880127,12,11,0,0,1100,2021
93,6944173,15,7,0,0,1100,2021
94,7024182,14,-6,0,0,1101,2020
95,7104154,17,-16,-1,0,1101,2020
96,7184144,16,-12,-1,0,1102,2020
97,7264144,18,-13,-1,0,1102,2020
98,7344146,20,-12,-1,0,1102,2020
99,7424146,22,-13,-1,0,1102,2020
100,7504137,22,-12,-1,0,1103,2021
101,7584136,24,-8,-1,0,1103,2020
102,7664141,25,-12,-1,0,1103,2020
103,7744137,29,-13,-1,0,1103,2020
104,7824137,24,-12,-1,0,1104,2020
105,7904078,28,-12,-1,0,1104,2020
106,7984107,22,-12,-1,0,1106,2020
107,8064103,27,-12,-1,0,1105,2020
108,8144095,27,-12,-1,0,1106,2020
109,8224106,32,-12,-1,0,1106,2020
110,8304094,31,-12,-1,0,1107,2020
111,8384126,36,-12,-1,0,1107,2020
112,8464034,35,-13,-1,0,1107,2020
113,8544090,39,-13,-1,0,1107,2020
114,8624085,40,-12,-1,0,1107,2020
115,8704075,43,-13,-1,0,1107,2020
116,8784056,35,-12,-1,-2,1109,2020
117,8864053,39,-13,-1,-2,1109,2020
118,8944057,40,-11,-1,-2,1109,2019
119,9024055,43,-16,-1,-2,1109,2019
120,9104052,40,-12,-1,-2,1110,2019
121,9184031,44,-17,-1,-3,1110,2019
122,9264052,45,-17,-1,-3,1110,2019
123,9344012,50,-13,-1,-3,1110,2019
124,9424061,51,-15,-1,-3,1110,2019
125,9504031,52,-14,-1,-3,1111,2019
126,9584017,45,-12,-1,-3,1112,2019
127,9664054,51,-12,-1,-3,1112,2019
128,9743998,50,-12,-1,-3,1112,2019
129,9824021,53,-13,-1,-3,1113,2019
130,9904024,54,-12,-1,-3,1113,2019
131,9984018,58,-13,-1,-3,1113,2019
132,10063981,58,-13,-1,-3,1113,2019
133,10143981,63,-12,-1,-3,1113,2019
134,10223995,63,-12,-1,-3,1113,2019
135,10303993,65,-12,-1,-3,1113,2019
136,10383978,60,-7,-1,-5,1114,2018
137,10463984,53,-12,-1,-7,1116,2017
138,10543999,33,-13,-1,-5,1120,2017
139,10623971,34,-9,-1,-5,1120,2017
140,10704014,37,-12,-1,-5,1121,2017
141,10783988,45,-12,-1,-4,1121,2017
142,10863961,28,-6,-1,-4,1122,2016
143,10943945,10,-12,-1,-4,1126,2016
144,11007926,15,-13,-1,-4,1126,2016
145,11087894,18,-12,-1,-4,1127,2016
146,11167956,21,-13,-1,-4,1126,2016
147,11247948,24,-12,-1,-4,1126,2016
148,11327897,23,-12,-1,-4,1126,2016
149,11407923,25,-15,-1,-4,1127,2016
150,11487918,5,-12,-1,-3,1129,2017
151,11551917,0,-18,-1,-1,1133,2018
