,time,c1,c2,c3,c4,p1,p2
130,9903465,56,-18,-1,-2,1114,2019
131,9983442,60,-19,-1,-2,1114,2019
132,10063442,58,-19,-1,-2,1114,2019
133,10143448,59,-16,-1,-2,1114,2019
134,10223445,44,-18,-1,-2,1115,2019
135,10303443,55,-13,-1,-2,1116,2018
136,10383442,54,-19,-1,-3,1116,2018
137,10463445,44,-13,-1,-6,1119,2017
138,10543441,37,-19,-1,-4,1120,2017
139,10623413,41,-19,-1,-5,1120,2017
140,10703401,41,-19,-1,-7,1120,2017
141,10783404,48,-18,-1,-6,1121,2017
142,10863408,51,-19,-1,-4,1121,2017
143,10943383,50,-18,-1,-6,1121,2017
144,11023392,8,-12,-1,-5,1126,2016
145,11087398,2,-16,-1,-4,1128,2016
146,11151414,11,-13,-1,-4,1128,2016
147,11231414,15,-32,-1,-4,1129,2016
148,11311369,19,-19,-1,-4,1128,2016
149,11391369,21,-19,-1,-4,1129,2016
150,11471380,22,-18,-1,-4,1129,2016
151,11551342,23,-19,-1,-4,1129,2016
152,11631372,25,-19,-1,-3,1129,2016
153,11711369,28,-19,-1,-3,1130,2016
154,11791376,0,-23,-1,-3,1134,2017
155,11855344,-5,-33,-1,-2,1136,2018
156,11919329,0,-33,-1,0,1136,2018
157,11983361,-2,-31,-1,0,1136,2018
158,12047342,-1,-32,-1,0,1137,2018
159,12111342,0,-34,-1,0,1137,2018
160,12175393,0,-31,-1,0,1137,2018
161,12239352,0,-31,-1,-1,1137,2018
162,12303336,0,-34,-1,0,1137,2018
163,12367331,0,-31,-1,0,1137,2018
164,12431293,0,-32,-1,-1,1137,2018
165,12495304,3,-31,-1,-1,1138,2018
166,12559312,0,-34,-1,0,1139,2019
167,12623266,1,-37,-1,0,1140,2019
168,12687265,0,-37,-1,0,1140,2019
169,12751560,3,-37,-1,0,1140,2019
170,12815273,1,-37,-1,0,1141,2019
171,12879297,6,-37,-1,0,1141,2019
172,12943285,0,-38,-1,0,1142,2019
173,13007330,7,-38,-1,0,1142,2019
174,13071267,10,-38,-1,0,1142,2019
175,13135259,9,-36,-1,0,1143,2019
176,13199229,0,-12,-1,0,1144,2019
177,13263259,4,-43,-1,0,1144,2020
178,13327230,2,-44,-1,0,1144,2020
179,13391257,6,-43,-1,0,1145,2019
180,13455240,12,-42,-1,0,1145,2020
181,13535244,13,-11,-1,0,1146,2020
182,13615260,13,-18,-1,0,1146,2020
183,13695243,17,-19,-1,0,1146,2020
184,13775221,16,-19,-1,0,1147,2020
185,13855266,21,-18,-1,0,1147,2020
186,13935234,20,-32,-1,0,1147,2020
187,14015238,23,-18,-1,0,1147,2020
188,14095245,22,-19,-1,0,1148,2020
189,14175225,25,-20,-1,0,1148,2020
