,time,c1,c2,c3,c4,p1,p2
0,142384,0,-1,0,-2,1147,2020
1,222354,0,0,0,-2,1146,2020
2,302354,0,-1,0,-2,1146,2020
3,382364,0,0,0,-2,1146,2020
4,462348,-2,-1,0,-2,1146,2020
5,542340,-4,0,0,-2,1146,2020
6,622390,-3,-1,0,-2,1146,2020
7,702324,-10,0,0,-2,1146,2020
8,782323,-12,-1,0,-2,1146,2020
9,862321,-13,-2,0,-2,1146,2020
10,942323,-21,-1,0,-2,1146,2020
11,1022327,-16,-1,0,-2,1146,2020
12,1102328,-18,-2,0,-2,1145,2020
13,1182541,-26,-2,0,-2,1145,2020
14,1262467,-28,-4,0,-2,1145,2020
15,1342304,-29,-9,0,-2,1145,2019
16,1422314,-25,-10,0,-2,1144,2020
17,1502390,-29,-5,0,-2,1145,2020
18,1582314,-30,-6,0,-2,1145,2020
19,1662371,-32,-11,0,-2,1144,2020
20,1742320,-30,-12,0,-2,1144,2020
21,1822288,-30,-5,0,-2,1144,2020
22,1902315,-38,-6,0,-2,1144,2020
23,1982269,-38,-20,0,-2,1144,2019
24,2062267,-36,-11,0,-2,1144,2020
25,2142295,-44,-9,0,-2,1144,2020
26,2222289,-43,-21,0,-2,1143,2020
27,2302292,-43,-11,0,-2,1144,2019
28,2382242,-44,-23,0,-2,1143,2020
29,2462257,-46,-8,0,-2,1143,2020
30,2542239,-46,-15,0,-2,1143,2020
31,2622236,-51,-10,0,-2,1143,2020
32,2702242,-48,-23,0,-3,1143,2020
33,2782226,-49,-9,0,-3,1142,2020
34,2862224,-55,-24,0,-3,1143,2019
35,2942238,-55,-19,0,-3,1142,2019
36,3022195,-54,-24,0,-3,1142,2019
37,3102250,-56,-17,0,-3,1142,2019
38,3182204,-59,-27,0,-3,1142,2019
39,3262228,-56,-26,0,-3,1141,2019
40,3342217,-58,-23,0,-3,1141,2019
41,3422245,-41,-21,0,-3,1139,2018
42,3502225,-45,-21,0,-3,1139,2019
43,3582219,-50,-11,0,-3,1139,2019
44,3662208,-50,-21,0,-3,1138,2019
45,3742194,-49,-22,0,-3,1139,2019
46,3822175,-54,-12,0,-3,1138,2018
47,3902218,-51,-22,0,-3,1138,2018
48,3982180,-50,-13,0,-3,1137,2018
49,4062156,-55,-26,0,-3,1137,2018
50,4142142,-55,-13,0,-3,1137,2019
51,4222166,-55,-25,0,-3,1137,2018
52,4302171,-56,-14,0,-3,1137,2018
53,4382179,-46,-34,0,-3,1136,2017
54,4462144,-45,-9,0,-3,1135,2017
55,4542099,-50,-14,0,-3,1135,2017
56,4622160,-44,-22,0,-3,1134,2017
57,4702162,-45,-8,0,-3,1134,2017
58,4782149,-50,-14,0,-3,1133,2017
59,4862124,-34,-17,0,-3,1131,2016
60,4942126,-22,-8,0,-3,1129,2016
61,5022116,-23,-3,0,-3,1129,2016
62,5102147,-22,-5,0,-3,1128,2016
63,5182101,-20,-3,0,-3,1129,2016
64,5262107,-29,-5,0,-4,1128,2017
65,5342094,-29,-3,0,-4,1128,2016
66,5422078,-29,-7,0,-4,1128,2016
67,5502087,-28,-13,0,-4,1128,2016
68,5582069,-17,-6,0,-6,1127,2016
69,5662164,-4,-5,0,-8,1125,2016
70,5742104,-18,0,0,-10,1125,2017
71,5822093,-14,-3,0,-7,1125,2016
72,5902101,-14,-3,0,-6,1125,2016
73,5982079,-27,-3,0,-6,1125,2017
74,6062059,-27,-5,0,-5,1124,2016
75,6142089,-1,-13,0,-5,1123,2016
76,6222078,0,0,0,-8,1122,2017
77,6302069,0,-5,0,-7,1119,2018
78,6382047,22,-12,0,-4,1118,2019
79,6462067,13,-3,0,-4,1118,2019
80,6542029,14,-3,0,-6,1118,2019
81,6622051,10,-3,0,-5,1118,2019
82,6702065,0,-3,0,-4,1118,2019
83,6782041,4,0,0,-6,1118,2019
84,6862012,4,-1,0,-6,1117,2019
85,6942055,0,-1,0,-5,1117,2019
86,7022044,0,0,0,-6,1117,2019
87,7102048,5,-3,0,-5,1116,2019
88,7182006,0,-2,0,-6,1116,2020
89,7262005,7,0,0,-8,1116,2020
90,7342016,4,-1,0,-5,1115,2020
91,7422007,0,0,0,-7,1115,2020
92,7501973,0,-1,0,-8,1115,2020
93,7581980,5,0,0,-4,1114,2020
94,7662025,0,-1,0,-4,1114,2020
95,7742029,0,0,0,-8,1114,2020
96,7821930,0,-1,0,-7,1114,2020
97,7901984,0,0,0,-5,1114,2020
98,7981936,0,-1,0,-7,1114,2020
99,8061959,0,0,0,-5,1114,2020
100,8141919,0,-1,0,-5,1114,2020
101,8221946,0,0,0,-6,1114,2020
102,8301967,0,-1,0,-8,1114,2020
103,8381926,0,0,0,-6,1113,2020
104,8461928,0,-2,0,-5,1113,2021
105,8541927,0,0,0,-6,1113,2021
106,8622000,0,-1,0,-7,1112,2021
107,8701897,0,2,0,-4,1112,2021
108,8781926,0,-1,0,-6,1112,2021
109,8861927,0,2,0,-5,1111,2021
110,8941928,0,-1,0,-5,1111,2020
111,9021927,0,-1,0,-5,1111,2020
112,9101912,0,0,0,-5,1110,2021
113,9181916,-1,-1,0,-4,1110,2021
114,9261904,-2,0,0,-5,1110,2021
115,9341896,0,-1,0,-4,1110,2021
116,9421890,0,2,0,-4,1109,2021
117,9501917,0,-1,0,-6,1108,2021
118,9581878,0,0,0,-5,1108,2021
119,9661906,0,-1,0,-6,1108,2021
120,9741860,0,0,0,-8,1108,2021
121,9821829,0,-1,0,-4,1107,2021
122,9901868,-7,0,0,-6,1107,2021
123,9981861,-2,-1,0,-4,1107,2021
124,10061842,-2,0,0,-4,1107,2021
125,10141825,-6,-1,0,-5,1106,2021
126,10221853,-5,0,0,-5,1107,2021
127,10301867,-10,-1,0,-7,1106,2021
128,10381812,-11,-1,0,-7,1106,2021
129,10461839,-11,-1,0,-5,1106,2021
130,10541842,-13,-1,0,-5,1105,2021
131,10621844,-13,-1,0,-6,1105,2021
132,10701825,-14,-2,0,-7,1105,2021
133,10781822,-24,-2,0,-5,1104,2021
134,10861835,-24,0,0,-4,1105,2021
135,10941778,-23,-18,0,-5,1105,2020
136,11021765,-29,-2,0,-5,1104,2021
137,11101814,-28,-7,0,-5,1104,2021
138,11181815,-29,-12,0,-6,1104,2021
