freq,Amp1,Amp2,dif
2.796935,0.064164,0.11341,0.049246
2.806513,0.065108,0.108105,0.042997
2.816092,0.0644,0.119047,0.054647
2.82567,0.063032,0.114484,0.051452
2.835249,0.065147,0.120106,0.054959
2.844828,0.065174,0.117609,0.052435
2.854406,0.063867,0.118975,0.055108
2.863985,0.0597,0.111763,0.052063
2.873563,0.064798,0.119057,0.054259
2.883142,0.068396,0.107045,0.038649
2.89272,0.066459,0.115262,0.048803
2.902299,0.066138,0.110213,0.044075
2.911877,0.062742,0.111353,0.048611
2.921456,0.072763,0.117153,0.04439
2.931034,0.067319,0.108703,0.041384
2.940613,0.070974,0.113014,0.04204
2.950192,0.066172,0.103433,0.037261
2.95977,0.068304,0.103998,0.035694
2.969349,0.068021,0.106373,0.038352
2.978927,0.067554,0.108663,0.041109
2.988506,0.060221,0.110686,0.050465
2.998084,0.063926,0.109649,0.045723
3.007663,0.060271,0.105641,0.04537
3.017241,0.061761,0.107511,0.04575
3.02682,0.065375,0.107298,0.041923
3.036398,0.066421,0.112346,0.045925
3.045977,0.062942,0.107409,0.044467
3.055556,0.061452,0.10935,0.047898
3.065134,0.063411,0.100819,0.037408
3.074713,0.062984,0.105666,0.042682
3.084291,0.062761,0.103611,0.04085
3.09387,0.05989,0.110907,0.051017
3.103448,0.058232,0.107047,0.048815
3.113027,0.06446,0.112199,0.047739
3.122605,0.060877,0.105414,0.044537
3.132184,0.059994,0.110992,0.050998
3.141762,0.060457,0.105165,0.044708
3.151341,0.059399,0.109548,0.050149
3.16092,0.061875,0.106586,0.044711
3.170498,0.060188,0.106749,0.046561
3.180077,0.059572,0.104184,0.044612
3.189655,0.061903,0.106235,0.044332
3.199234,0.063775,0.101119,0.037344
3.208812,0.058648,0.104484,0.045836
3.218391,0.06278,0.102136,0.039356
3.227969,0.060881,0.100941,0.04006
3.237548,0.059314,0.103288,0.043974
3.247126,0.061269,0.097889,0.03662
3.256705,0.061133,0.105482,0.044349
3.266284,0.061204,0.099076,0.037872
3.275862,0.061997,0.104619,0.042622
3.285441,0.059762,0.102759,0.042997
3.295019,0.060765,0.103861,0.043096
3.304598,0.06117,0.103805,0.042635
3.314176,0.060182,0.104433,0.044251
3.323755,0.057913,0.103141,0.045228
3.333333,0.059305,0.101085,0.04178
3.342912,0.060037,0.100126,0.040089
3.35249,0.057842,0.102055,0.044213
3.362069,0.058455,0.102004,0.043549
3.371648,0.058347,0.104023,0.045676
3.381226,0.057808,0.100577,0.042769
3.390805,0.059115,0.10256,0.043445
3.400383,0.057471,0.096675,0.039204
3.409962,0.05752,0.104983,0.047463
3.41954,0.061152,0.100647,0.039495
3.429119,0.057588,0.10824,0.050652
3.438697,0.057551,0.099346,0.041795
3.448276,0.058694,0.105412,0.046718
3.457854,0.058979,0.097392,0.038413
3.467433,0.058854,0.101564,0.04271
3.477011,0.062286,0.099411,0.037125
3.48659,0.061493,0.099096,0.037603
3.496169,0.059694,0.096308,0.036614
3.505747,0.05917,0.094453,0.035283
3.515326,0.055444,0.092718,0.037274
3.524904,0.057427,0.096471,0.039044
3.534483,0.058041,0.096852,0.038811
3.544061,0.05364,0.100855,0.047215
3.55364,0.056119,0.103663,0.047544
3.563218,0.056569,0.095023,0.038454
3.572797,0.058693,0.101612,0.042919
3.582375,0.055899,0.09114,0.035241
3.591954,0.054697,0.102369,0.047672
3.601533,0.05318,0.099755,0.046575
3.611111,0.055589,0.105838,0.050249
3.62069,0.052949,0.103804,0.050855
3.630268,0.051427,0.100736,0.049309
3.639847,0.056371,0.099015,0.042644
3.649425,0.058188,0.098767,0.040579
3.659004,0.059113,0.097574,0.038461
3.668582,0.061552,0.099734,0.038182
3.678161,0.05839,0.096693,0.038303
3.687739,0.057168,0.098293,0.041125
3.697318,0.055901,0.09521,0.039309
3.706897,0.053971,0.096136,0.042165
3.716475,0.054118,0.095492,0.041374
3.726054,0.05641,0.093925,0.037515
3.735632,0.052903,0.096313,0.04341
3.745211,0.057975,0.09467,0.036695
3.754789,0.05871,0.093259,0.034549
3.764368,0.061699,0.092895,0.031196
3.773946,0.055174,0.084472,0.029298
3.783525,0.056522,0.088658,0.032136
3.793103,0.056242,0.084156,0.027914
3.802682,0.058983,0.090912,0.031929
3.812261,0.054562,0.090686,0.036124
3.821839,0.052647,0.090633,0.037986
3.831418,0.054724,0.092739,0.038015
3.840996,0.056749,0.088801,0.032052
3.850575,0.059889,0.094731,0.034842
3.860153,0.05688,0.090963,0.034083
3.869732,0.055356,0.09703,0.041674
3.87931,0.052395,0.093346,0.040951
3.888889,0.050883,0.098283,0.0474
3.898467,0.050684,0.09734,0.046656
3.908046,0.051978,0.099131,0.047153
3.917625,0.05269,0.095351,0.042661
3.927203,0.053677,0.098273,0.044596
3.936782,0.054356,0.090348,0.035992
3.94636,0.055409,0.096772,0.041363
3.955939,0.054327,0.092137,0.03781
3.965517,0.050757,0.09583,0.045073
3.975096,0.053964,0.096867,0.042903
3.984674,0.054993,0.09263,0.037637
3.994253,0.057424,0.097402,0.039978
4.003831,0.054368,0.089895,0.035527
4.01341,0.053355,0.092425,0.03907
4.022989,0.058526,0.092474,0.033948
4.032567,0.057634,0.092998,0.035364
4.042146,0.058261,0.094207,0.035946
4.051724,0.055078,0.092224,0.037146
4.061303,0.055004,0.090271,0.035267
4.070881,0.054669,0.089512,0.034843
4.08046,0.05513,0.090191,0.035061
4.090038,0.049917,0.094701,0.044784
4.099617,0.05356,0.093478,0.039918
4.109195,0.051049,0.093386,0.042337
4.118774,0.054153,0.08977,0.035617
4.128352,0.055717,0.090502,0.034785
4.137931,0.056086,0.090734,0.034648
4.14751,0.055307,0.09423,0.038923
4.157088,0.052545,0.095449,0.042904
4.166667,0.052131,0.095848,0.043717
4.176245,0.052624,0.092629,0.040005
4.185824,0.053847,0.095766,0.041919
4.195402,0.050181,0.092516,0.042335
4.204981,0.050776,0.095021,0.044245
4.214559,0.054132,0.091932,0.0378
4.224138,0.052522,0.092894,0.040372
4.233716,0.051963,0.089399,0.037436
4.243295,0.051946,0.091915,0.039969
4.252874,0.050792,0.088951,0.038159
4.262452,0.052339,0.093076,0.040737
4.272031,0.052721,0.089158,0.036437
4.281609,0.050577,0.092254,0.041677
4.291188,0.052767,0.091277,0.03851
4.300766,0.055948,0.089064,0.033116
4.310345,0.051834,0.091571,0.039737
4.319923,0.055337,0.088669,0.033332
4.329502,0.052469,0.091977,0.039508
4.33908,0.053069,0.090763,0.037694
4.348659,0.052797,0.091635,0.038838
4.358238,0.053048,0.092934,0.039886
4.367816,0.053664,0.090331,0.036667
4.377395,0.054073,0.092082,0.038009
4.386973,0.051961,0.089122,0.037161
4.396552,0.05288,0.089639,0.036759
4.40613,0.053085,0.089166,0.036081
4.415709,0.052189,0.091016,0.038827
4.425287,0.051312,0.092198,0.040886
4.434866,0.051905,0.0924,0.040495
4.444444,0.05185,0.092203,0.040353
4.454023,0.05153,0.09073,0.0392
4.463602,0.051789,0.093198,0.041409
4.47318,0.050937,0.091936,0.040999
4.482759,0.051768,0.09596,0.044192
4.492337,0.0528,0.090642,0.037842
4.501916,0.051324,0.092282,0.040958
4.511494,0.051493,0.087848,0.036355
4.521073,0.054312,0.091093,0.036781
4.530651,0.052145,0.09093,0.038785
4.54023,0.052059,0.091449,0.03939
4.549808,0.052424,0.08905,0.036626
4.559387,0.052892,0.086674,0.033782
4.568966,0.051646,0.085315,0.033669
4.578544,0.055605,0.087624,0.032019
4.588123,0.052777,0.088134,0.035357
4.597701,0.054373,0.092311,0.037938
4.60728,0.052598,0.092012,0.039414
4.616858,0.049268,0.089426,0.040158
4.626437,0.051819,0.092454,0.040635
4.636015,0.051574,0.086192,0.034618
4.645594,0.049319,0.093682,0.044363
4.655172,0.050527,0.089629,0.039102
4.664751,0.050864,0.094538,0.043674
4.67433,0.052391,0.093653,0.041262
4.683908,0.051305,0.090048,0.038743
4.693487,0.049842,0.092368,0.042526
4.703065,0.048576,0.089366,0.04079
4.712644,0.0516,0.091784,0.040184
4.722222,0.049881,0.092461,0.04258
4.731801,0.048938,0.092619,0.043681
4.741379,0.051271,0.091542,0.040271
4.750958,0.053876,0.09005,0.036174
4.760536,0.054415,0.089528,0.035113
4.770115,0.054642,0.090761,0.036119
4.779693,0.053163,0.08776,0.034597
4.789272,0.050704,0.089986,0.039282
4.798851,0.051378,0.087795,0.036417
4.808429,0.048221,0.088048,0.039827
4.818008,0.05166,0.087251,0.035591
4.827586,0.051647,0.082613,0.030966
4.837165,0.050502,0.084452,0.03395
4.846743,0.053248,0.076991,0.023743
4.856322,0.05462,0.084452,0.029832
4.8659,0.056167,0.082613,0.026446
4.875479,0.053573,0.087251,0.033678
4.885057,0.051888,0.088048,0.03616
4.894636,0.051275,0.087795,0.03652
4.904215,0.055688,0.089986,0.034298
4.913793,0.051565,0.08776,0.036195
4.923372,0.050103,0.090761,0.040658
4.93295,0.049795,0.089528,0.039733
4.942529,0.052494,0.09005,0.037556
4.952107,0.053954,0.091542,0.037588
4.961686,0.052158,0.092619,0.040461
4.971264,0.052053,0.092461,0.040408
4.980843,0.049158,0.091784,0.042626
4.990421,0.047962,0.089366,0.041404
-5,0.047525,0.092368,0.044843
-4.990421,0.047962,0.090048,0.042086
-4.980843,0.049158,0.093653,0.044495
-4.971264,0.052053,0.094538,0.042485
-4.961686,0.052158,0.089629,0.037471
-4.952107,0.053954,0.093682,0.039728
-4.942529,0.052494,0.086192,0.033698
-4.93295,0.049795,0.092454,0.042659
-4.923372,0.050103,0.089426,0.039323
-4.913793,0.051565,0.092012,0.040447
-4.904215,0.055688,0.092311,0.036623
-4.894636,0.051275,0.088134,0.036859
-4.885057,0.051888,0.087624,0.035736
-4.875479,0.053573,0.085315,0.031742
-4.8659,0.056167,0.086674,0.030507
-4.856322,0.05462,0.08905,0.03443
-4.846743,0.053248,0.091449,0.038201
-4.837165,0.050502,0.09093,0.040428
-4.827586,0.051647,0.091093,0.039446
-4.818008,0.05166,0.087848,0.036188
-4.808429,0.048221,0.092282,0.044061
-4.798851,0.051378,0.090642,0.039264
-4.789272,0.050704,0.09596,0.045256
-4.779693,0.053163,0.091936,0.038773
-4.770115,0.054642,0.093198,0.038556
-4.760536,0.054415,0.09073,0.036315
-4.750958,0.053876,0.092203,0.038327
-4.741379,0.051271,0.0924,0.041129
-4.731801,0.048938,0.092198,0.04326
-4.722222,0.049881,0.091016,0.041135
-4.712644,0.0516,0.089166,0.037566
-4.703065,0.048576,0.089639,0.041063
-4.693487,0.049842,0.089122,0.03928
-4.683908,0.051305,0.092082,0.040777
-4.67433,0.052391,0.090331,0.03794
-4.664751,0.050864,0.092934,0.04207
-4.655172,0.050527,0.091635,0.041108
-4.645594,0.049319,0.090763,0.041444
-4.636015,0.051574,0.091977,0.040403
-4.626437,0.051819,0.088669,0.03685
-4.616858,0.049268,0.091571,0.042303
-4.60728,0.052598,0.089064,0.036466
-4.597701,0.054373,0.091277,0.036904
-4.588123,0.052777,0.092254,0.039477
-4.578544,0.055605,0.089158,0.033553
-4.568966,0.051646,0.093076,0.04143
-4.559387,0.052892,0.088951,0.036059
-4.549808,0.052424,0.091915,0.039491
-4.54023,0.052059,0.089399,0.03734
-4.530651,0.052145,0.092894,0.040749
-4.521073,0.054312,0.091932,0.03762
-4.511494,0.051493,0.095021,0.043528
-4.501916,0.051324,0.092516,0.041192
-4.492337,0.0528,0.095766,0.042966
-4.482759,0.051768,0.092629,0.040861
-4.47318,0.050937,0.095848,0.044911
-4.463602,0.051789,0.095449,0.04366
-4.454023,0.05153,0.09423,0.0427
-4.444444,0.05185,0.090734,0.038884
-4.434866,0.051905,0.090502,0.038597
-4.425287,0.051312,0.08977,0.038458
-4.415709,0.052189,0.093386,0.041197
-4.40613,0.053085,0.093478,0.040393
-4.396552,0.05288,0.094701,0.041821
-4.386973,0.051961,0.090191,0.03823
-4.377395,0.054073,0.089512,0.035439
-4.367816,0.053664,0.090271,0.036607
-4.358238,0.053048,0.092224,0.039176
-4.348659,0.052797,0.094207,0.04141
-4.33908,0.053069,0.092998,0.039929
-4.329502,0.052469,0.092474,0.040005
-4.319923,0.055337,0.092425,0.037088
-4.310345,0.051834,0.089895,0.038061
-4.300766,0.055948,0.097402,0.041454
-4.291188,0.052767,0.09263,0.039863
-4.281609,0.050577,0.096867,0.04629
-4.272031,0.052721,0.09583,0.043109
-4.262452,0.052339,0.092137,0.039798
-4.252874,0.050792,0.096772,0.04598
-4.243295,0.051946,0.090348,0.038402
-4.233716,0.051963,0.098273,0.04631
-4.224138,0.052522,0.095351,0.042829
-4.214559,0.054132,0.099131,0.044999
-4.204981,0.050776,0.09734,0.046564
-4.195402,0.050181,0.098283,0.048102
-4.185824,0.053847,0.093346,0.039499
-4.176245,0.052624,0.09703,0.044406
-4.166667,0.052131,0.090963,0.038832
-4.157088,0.052545,0.094731,0.042186
-4.14751,0.055307,0.088801,0.033494
-4.137931,0.056086,0.092739,0.036653
-4.128352,0.055717,0.090633,0.034916
-4.118774,0.054153,0.090686,0.036533
-4.109195,0.051049,0.090912,0.039863
-4.099617,0.05356,0.084156,0.030596
-4.090038,0.049917,0.088658,0.038741
-4.08046,0.05513,0.084472,0.029342
-4.070881,0.054669,0.092895,0.038226
-4.061303,0.055004,0.093259,0.038255
-4.051724,0.055078,0.09467,0.039592
-4.042146,0.058261,0.096313,0.038052
-4.032567,0.057634,0.093925,0.036291
-4.022989,0.058526,0.095492,0.036966
-4.01341,0.053355,0.096136,0.042781
-4.003831,0.054368,0.09521,0.040842
-3.994253,0.057424,0.098293,0.040869
-3.984674,0.054993,0.096693,0.0417
-3.975096,0.053964,0.099734,0.04577
-3.965517,0.050757,0.097574,0.046817
-3.955939,0.054327,0.098767,0.04444
-3.94636,0.055409,0.099015,0.043606
-3.936782,0.054356,0.100736,0.04638
-3.927203,0.053677,0.103804,0.050127
-3.917625,0.05269,0.105838,0.053148
-3.908046,0.051978,0.099755,0.047777
-3.898467,0.050684,0.102369,0.051685
-3.888889,0.050883,0.09114,0.040257
-3.87931,0.052395,0.101612,0.049217
-3.869732,0.055356,0.095023,0.039667
-3.860153,0.05688,0.103663,0.046783
-3.850575,0.059889,0.100855,0.040966
-3.840996,0.056749,0.096852,0.040103
-3.831418,0.054724,0.096471,0.041747
-3.821839,0.052647,0.092718,0.040071
-3.812261,0.054562,0.094453,0.039891
-3.802682,0.058983,0.096308,0.037325
-3.793103,0.056242,0.099096,0.042854
-3.783525,0.056522,0.099411,0.042889
-3.773946,0.055174,0.101564,0.04639
-3.764368,0.061699,0.097392,0.035693
-3.754789,0.05871,0.105412,0.046702
-3.745211,0.057975,0.099346,0.041371
-3.735632,0.052903,0.10824,0.055337
-3.726054,0.05641,0.100647,0.044237
-3.716475,0.054118,0.104983,0.050865
-3.706897,0.053971,0.096675,0.042704
-3.697318,0.055901,0.10256,0.046659
-3.687739,0.057168,0.100577,0.043409
-3.678161,0.05839,0.104023,0.045633
-3.668582,0.061552,0.102004,0.040452
-3.659004,0.059113,0.102055,0.042942
-3.649425,0.058188,0.100126,0.041938
-3.639847,0.056371,0.101085,0.044714
-3.630268,0.051427,0.103141,0.051714
-3.62069,0.052949,0.104433,0.051484
-3.611111,0.055589,0.103805,0.048216
-3.601533,0.05318,0.103861,0.050681
-3.591954,0.054697,0.102759,0.048062
-3.582375,0.055899,0.104619,0.04872
-3.572797,0.058693,0.099076,0.040383
-3.563218,0.056569,0.105482,0.048913
-3.55364,0.056119,0.097889,0.04177
-3.544061,0.05364,0.103288,0.049648
-3.534483,0.058041,0.100941,0.0429
-3.524904,0.057427,0.102136,0.044709
-3.515326,0.055444,0.104484,0.04904
-3.505747,0.05917,0.101119,0.041949
-3.496169,0.059694,0.106235,0.046541
-3.48659,0.061493,0.104184,0.042691
-3.477011,0.062286,0.106749,0.044463
-3.467433,0.058854,0.106586,0.047732
-3.457854,0.058979,0.109548,0.050569
-3.448276,0.058694,0.105165,0.046471
-3.438697,0.057551,0.110992,0.053441
-3.429119,0.057588,0.105414,0.047826
-3.41954,0.061152,0.112199,0.051047
-3.409962,0.05752,0.107047,0.049527
