,time,c1,c2,c3,c4,p1,p2
0,143903,0,0,0,-1,1047,2020
1,207928,0,0,0,-1,1047,2020
2,271966,0,0,0,-1,1047,2020
3,335915,0,-1,0,-1,1047,2020
4,399900,0,0,0,-1,1047,2020
5,463885,1,0,0,-1,1048,2020
6,527936,1,0,0,-1,1047,2020
7,591882,6,0,0,0,1048,2020
8,655921,7,0,0,0,1048,2020
9,719897,12,0,0,0,1049,2020
10,783900,6,0,0,-1,1049,2020
11,847920,12,0,0,0,1049,2020
12,911875,15,-1,0,-1,1050,2020
13,975872,17,0,0,0,1050,2021
14,1039879,21,0,0,0,1050,2020
15,1103875,23,0,0,0,1050,2020
16,1167906,25,0,0,-1,1050,2020
17,1231855,28,0,0,0,1050,2020
18,1295905,29,0,0,-1,1051,2020
19,1359904,35,0,0,0,1051,2021
20,1423859,35,-2,0,-1,1051,2020
21,1487835,13,0,0,-1,1053,2020
22,1551860,25,0,0,-1,1053,2020
23,1615833,30,0,0,-1,1054,2020
24,1679851,27,0,0,-2,1054,2020
25,1743801,32,-1,0,-1,1055,2020
26,1807845,32,0,0,-1,1054,2020
27,1871847,37,0,0,-2,1055,2020
28,1935823,38,0,0,-2,1054,2020
29,1999810,40,0,0,-2,1055,2020
30,2063840,39,0,0,-2,1055,2020
31,2127806,45,0,0,-1,1055,2020
32,2191794,46,0,0,-1,1055,2020
33,2255838,48,0,0,-2,1055,2020
34,2319812,38,0,0,-2,1057,2020
35,2383813,41,0,0,-2,1057,2020
36,2447997,42,1,0,-2,1058,2020
37,2511798,40,2,0,-2,1058,2020
38,2575827,44,1,0,-2,1058,2019
39,2639784,49,3,0,-2,1058,2019
40,2703790,48,6,0,-2,1059,2019
41,2767814,53,0,0,-2,1059,2020
42,2831795,55,0,0,-2,1059,2019
43,2895759,57,0,0,-2,1059,2020
44,2959796,54,6,0,-2,1060,2019
45,3023765,59,5,0,-2,1060,2020
46,3087774,59,1,0,-2,1060,2019
47,3151788,64,6,0,-2,1060,2019
48,3215736,63,2,0,-2,1060,2020
49,3279782,66,5,0,-2,1060,2020
50,3343774,66,7,0,-2,1061,2019
51,3407740,73,5,0,-2,1061,2019
52,3471749,71,1,0,-2,1061,2019
53,3535759,77,7,0,-2,1061,2019
54,3599719,77,1,0,-2,1061,2019
55,3663725,81,4,0,-2,1061,2019
56,3727722,75,7,0,-2,1062,2019
57,3791726,64,6,0,-2,1064,2019
58,3855760,69,4,0,-2,1064,2019
59,3919674,72,5,0,-2,1064,2019
60,3983715,72,9,0,-2,1065,2019
61,4047739,75,7,0,-2,1065,2019
62,4111683,77,4,0,-2,1065,2019
63,4175682,81,7,0,-2,1065,2019
64,4239687,82,6,3,-2,1065,2019
65,4303715,82,6,7,-2,1066,2019
66,4367717,86,4,12,-2,1066,2019
67,4431669,89,5,8,-2,1066,2019
68,4495673,87,6,12,-2,1066,2019
69,4559727,92,7,9,-2,1066,2019
70,4623679,91,9,15,-2,1066,2019
71,4687674,96,4,10,-2,1066,2019
72,4751703,84,7,13,-2,1068,2018
73,4815655,49,11,10,-2,1073,2017
74,4879745,2,18,12,-2,1080,2019
75,4943703,-30,-4,0,0,1087,2020
76,5023675,-12,-34,0,0,1086,2020
77,5087686,-3,-32,0,0,1086,2019
78,5151685,-2,-32,0,0,1086,2019
79,5231671,-1,29,1,1,1086,2021
80,5295668,-11,25,0,1,1087,2021
81,5359662,-5,25,0,0,1088,2021
82,5423632,-3,26,0,0,1088,2021
83,5487629,-2,25,0,0,1088,2021
84,5551647,-1,25,0,4,1088,2021
85,5615636,0,25,0,0,1088,2021
86,5679641,0,25,0,0,1088,2021
87,5743607,0,25,0,8,1089,2021
88,5807638,0,-88,0,2,1089,2021
89,5887614,0,40,0,0,1090,2021
90,5951645,2,37,1,0,1090,2021
91,6015599,1,35,0,1,1090,2021
92,6079624,1,37,0,0,1091,2021
93,6143595,5,36,0,3,1091,2021
94,6207582,6,36,1,1,1092,2021
95,6271620,1,37,1,0,1092,2021
96,6335598,0,36,0,0,1093,2021
97,6399567,8,37,0,0,1093,2021
98,6463610,11,35,0,0,1093,2021
99,6527584,15,36,0,0,1093,2021
100,6591559,18,36,0,0,1094,2021
101,6655562,19,36,0,0,1094,2021
102,6719506,20,38,1,0,1094,2021
103,6783560,21,36,0,0,1094,2021
104,6847585,22,37,0,0,1094,2021
105,6911553,26,37,0,0,1095,2021
106,6975545,26,36,0,0,1094,2021
107,7039573,29,37,0,0,1095,2021
108,7103527,24,37,0,0,1096,2022
109,7167570,25,37,1,0,1097,2021
110,7231564,25,36,0,0,1097,2021
111,7295547,29,37,0,0,1097,2021
112,7359526,30,35,0,0,1097,2021
113,7423497,36,36,0,0,1097,2021
114,7487518,35,37,0,0,1098,2021
115,7551528,38,37,0,0,1098,2021
116,7615547,39,37,1,0,1098,2021
