,time,c1,c2,c3,c4,p1,p2
0,128183,21,-2,-1,4,912,2029
1,208204,0,-16,-1,0,912,2028
2,288128,0,3,-1,-1,912,2029
3,368188,0,-3,-1,-2,912,2029
4,448168,0,0,-1,-3,912,2029
5,528152,0,-1,-1,-3,912,2029
6,608153,0,0,-1,-3,913,2029
7,688150,0,-1,-1,-2,912,2029
8,768207,0,0,-1,-3,912,2029
9,848148,0,-1,-1,-3,913,2029
10,928163,0,0,-1,-3,913,2029
11,1008158,0,-1,-1,-3,913,2029
12,1088145,0,-1,-1,-3,913,2029
13,1168107,0,0,-1,-3,914,2029
14,1248122,0,-1,-1,-3,914,2029
15,1328092,0,0,-1,-3,914,2029
16,1408103,0,-1,-1,-3,914,2029
17,1488124,0,0,-1,-3,915,2029
18,1568217,0,-1,-1,-3,915,2029
19,1648207,0,0,-1,-3,915,2029
20,1728083,0,-1,-1,-3,915,2029
21,1808082,0,0,-1,-3,916,2029
22,1888072,0,-1,-1,-3,916,2029
23,1968181,0,0,-1,-3,916,2029
24,2048068,0,-1,-1,-3,916,2030
25,2128078,1,1,-1,-3,917,2029
26,2208087,2,-9,-1,-3,917,2029
27,2288041,0,-82,-1,-3,917,2028
28,2368192,0,1,-1,-3,917,2031
29,2448049,2,21,-1,-2,918,2030
30,2528072,0,-10,-1,-2,918,2028
31,2608064,0,2,-1,-3,918,2029
32,2688028,0,-1,-1,-3,918,2029
33,2768159,1,0,-1,-3,919,2029
34,2848071,0,-25,-1,-3,919,2028
35,2928030,1,1,-1,-3,919,2029
36,3008067,0,-7,-1,-3,919,2028
37,3088030,0,1,-1,-3,919,2029
38,3168115,1,-1,-1,-3,920,2029
39,3248048,0,-20,-1,-3,920,2028
40,3328028,0,1,-1,-3,920,2029
41,3408023,3,-1,-1,-3,921,2029
42,3488015,0,-15,-1,-3,921,2028
43,3568093,2,3,-1,0,921,2029
44,3648013,13,-16,-1,1,920,2028
45,3728016,21,-88,-1,11,920,2027
46,3808006,21,-94,-1,1,920,2028
47,3887999,23,-87,-1,1,920,2028
48,3968019,21,-86,-1,0,919,2028
49,4048005,26,-86,-1,0,920,2028
50,4128011,27,-87,-1,4,920,2028
51,4207948,27,-86,-1,8,920,2028
52,4287989,26,-88,-1,5,920,2028
53,4368070,35,-87,-1,0,920,2028
54,4447946,35,-87,-1,0,920,2028
55,4527966,36,-87,-1,2,920,2028
56,4607963,36,-86,-1,6,920,2028
57,4687942,40,-88,-1,3,920,2028
58,4767947,40,-88,-1,9,920,2028
59,4847970,40,-88,0,10,920,2028
60,4927980,41,-85,-1,11,920,2028
61,5007966,44,-87,0,2,920,2028
62,5087935,45,-86,-1,15,920,2028
63,5167943,45,-87,-1,3,920,2028
64,5247951,45,-86,0,2,920,2028
65,5327948,49,-87,-1,5,920,2027
66,5407886,49,-90,0,7,920,2028
67,5488031,51,-86,-1,2,921,2028
68,5567922,50,-85,-1,16,920,2028
69,5647931,53,-86,-1,13,921,2028
70,5727910,53,-85,-1,15,920,2028
71,5807912,52,-86,0,13,921,2028
72,5887890,53,-87,-1,15,920,2028
73,5967879,58,-86,0,11,921,2028
74,6047922,57,-87,0,15,921,2028
75,6127895,57,-87,-1,15,921,2028
76,6207889,54,-87,0,15,922,2027
77,6287867,54,-93,-1,12,922,2028
78,6367870,51,-87,-1,14,923,2028
79,6447851,51,-86,-1,11,923,2028
80,6527878,51,-87,0,10,923,2028
81,6607842,56,-86,0,7,923,2028
82,6687835,57,-86,-1,4,923,2028
83,6767873,57,-84,-1,9,923,2028
84,6847881,57,-86,-1,16,923,2027
85,6927880,62,-91,-1,12,923,2028
86,7007834,62,-84,-1,13,923,2027
87,7087808,63,-90,0,15,923,2028
88,7167851,63,-83,-1,15,923,2027
89,7247853,64,-91,0,11,923,2027
90,7327844,63,-89,0,13,924,2028
91,7407838,63,-83,-1,16,924,2028
92,7487937,63,-84,0,8,924,2028
93,7567837,69,-84,-1,12,924,2027
94,7647839,69,-88,-1,10,924,2027
95,7727812,69,-90,0,12,924,2027
96,7807785,69,-88,-1,12,924,2028
97,7887787,63,-81,0,16,924,2027
98,7967825,64,-91,0,11,926,2027
99,8047803,63,-89,0,16,926,2027
100,8127803,64,-91,0,13,926,2027
101,8207805,71,-90,0,13,926,2027
102,8287892,70,-88,0,21,926,2027
103,8367751,70,-88,0,20,926,2027
104,8447752,70,-87,0,19,926,2027
105,8527784,76,-88,0,18,925,2027
106,8607781,76,-87,0,17,926,2027
107,8687772,76,-88,0,20,926,2027
108,8767740,76,-87,0,16,926,2027
109,8847788,82,-83,0,20,926,2026
110,8927742,84,-86,0,14,926,2027
111,9007753,82,-81,0,14,926,2027
112,9087755,82,-80,0,20,926,2026
113,9167750,73,-89,0,19,927,2027
114,9247753,81,-84,0,7,927,2027
115,9327694,81,-84,1,14,927,2027
116,9407799,81,-86,1,19,927,2027
117,9487767,86,-87,0,16,927,2027
118,9567737,78,-87,7,7,928,2027
119,9647723,72,-87,6,13,929,2027
120,9727689,75,-87,2,10,929,2027
121,9807704,81,-86,1,1,929,2027
122,9887699,81,-86,6,9,929,2027
123,9967703,81,-87,9,10,929,2027
124,10047704,81,-87,5,4,929,2027
125,10127708,80,-88,7,1,930,2027
126,10207689,81,-86,5,2,930,2027
127,10287686,78,-86,7,0,930,2027
128,10367687,81,-86,4,11,930,2027
129,10447691,86,-81,10,21,930,2026
130,10527653,86,-88,8,20,930,2026
131,10607802,86,-87,6,17,930,2026
132,10687695,86,-90,6,5,930,2027
133,10767656,91,-84,7,2,930,2027
134,10847705,87,-82,13,15,931,2027
135,10927678,87,-82,11,10,931,2026
136,11007672,88,-86,9,19,931,2026
137,11087640,92,-89,10,11,931,2026
138,11167662,93,-86,9,11,931,2027
139,11247621,92,-81,13,12,931,2026
140,11327637,80,-86,7,10,932,2026
141,11407662,72,-87,6,9,935,2027
142,11487654,70,-80,13,0,935,2027
143,11567648,68,-81,10,8,936,2026
144,11647675,65,-88,9,11,936,2026
145,11727624,72,-87,9,12,936,2026
146,11807604,61,-84,12,4,937,2026
147,11887584,58,-85,11,1,939,2026
148,11967620,47,-86,11,2,940,2026
149,12047608,26,-86,10,0,943,2026
150,12127588,13,-88,8,0,946,2026
151,12207601,8,-89,11,0,947,2026
152,12287602,1,-89,8,0,948,2026
153,12367607,2,3,12,0,949,2029
154,12447604,0,-15,7,-1,949,2027
155,12527594,0,3,10,-2,949,2029
156,12607566,0,-1,7,0,949,2029
157,12687586,0,0,3,0,950,2029
158,12767603,0,-1,0,0,950,2029
159,12847589,0,0,5,-1,950,2029
160,12927534,0,-1,10,-1,950,2029
161,13007558,0,0,1,-2,951,2029
162,13087571,1,-1,5,-1,950,2029
163,13167572,13,-21,6,0,950,2028
164,13247555,32,-56,8,17,948,2026
165,13327524,38,-62,13,16,947,2024
166,13407570,38,-74,19,17,947,2023
167,13487542,38,-72,19,16,947,2020
