Timestamp,c1,Current2,Current3,Current4,p1,Position2
11327866,31,0,0,0,1029,2017
11391857,19,0,0,0,1031,2017
11455818,14,0,0,0,1032,2017
11519883,19,0,0,0,1032,2017
11583788,29,0,0,0,1032,2017
11647832,23,0,0,0,1033,2017
11711876,29,0,0,0,1033,2017
11775821,29,0,0,0,1033,2017
11839838,32,0,0,0,1034,2017
11903763,23,0,0,0,1034,2017
11967769,6,0,0,0,1037,2017
12031821,17,0,0,0,1036,2017
12095762,20,0,0,0,1037,2017
12159771,22,0,0,0,1037,2017
12223755,26,0,0,0,1037,2017
12287754,27,0,0,0,1037,2017
12351759,30,0,0,0,1038,2017
12415752,22,0,0,0,1038,2017
12479791,8,0,0,0,1041,2017
12543762,15,0,0,0,1041,2017
12607729,20,0,0,0,1041,2017
12671784,22,0,0,0,1041,2017
12735739,24,0,0,0,1042,2017
12799732,25,0,0,0,1041,2017
12863761,28,0,0,0,1042,2018
12927728,27,0,0,0,1042,2017
12991717,21,0,0,0,1043,2017
13055743,2,0,0,0,1045,2017
13119706,19,0,0,0,1045,2017
13183744,17,0,0,0,1046,2017
13247686,21,0,0,0,1046,2017
13311798,24,0,0,0,1046,2017
13375713,26,0,0,0,1046,2017
13439706,28,0,0,0,1046,2017
13503708,36,0,0,0,1046,2017
13567755,20,0,0,0,1047,2017
13631674,6,0,0,0,1050,2017
13695681,15,0,0,0,1050,2017
13759728,20,0,0,0,1050,2017
13823724,22,0,0,0,1050,2017
13887665,28,0,0,0,1050,2017
13951670,28,0,0,0,1050,2017
14015662,31,0,0,0,1050,2017
14079698,26,0,0,0,1051,2017
14143712,14,0,0,0,1053,2017
14207712,15,0,0,0,1054,2017
14271683,19,0,0,0,1054,2017
14335645,21,0,0,0,1054,2017
14399643,24,0,0,0,1054,2017
14463697,25,0,0,0,1054,2018
14527627,27,0,0,0,1055,2017
14591627,28,0,0,0,1055,2017
14655664,32,0,0,0,1055,2017
14719635,34,0,0,0,1055,2017
14783696,17,0,0,0,1058,2017
14847620,17,0,0,0,1059,2017
14911669,21,0,0,0,1059,2017
14975642,22,0,0,0,1059,2017
15039753,22,0,0,0,1059,2017
15103614,26,0,0,0,1060,2017
15167616,27,0,0,0,1060,2017
15231653,28,0,0,0,1060,2017
15295596,35,0,0,0,1060,2017
15359612,23,0,0,0,1061,2017
15423581,14,0,0,0,1063,2017
15487597,21,0,0,0,1063,2017
15551653,25,0,0,0,1063,2017
15615592,25,0,0,0,1063,2017
15679618,25,0,0,0,1064,2017
15743573,27,0,0,0,1064,2017
15807610,31,0,0,0,1064,2017
15871608,17,0,0,0,1066,2017
15935563,11,0,0,0,1067,2017
15999561,19,0,0,0,1067,2017
16063545,24,0,0,0,1068,2017
16127559,24,0,0,0,1068,2017
16191547,29,0,0,0,1068,2017
16255573,30,0,0,0,1068,2017
16319541,32,0,0,0,1068,2017
16383586,28,0,0,0,1069,2017
16447590,8,0,0,0,1072,2017
16511554,18,0,0,0,1072,2017
16575593,23,0,0,0,1071,2017
16639534,23,0,0,0,1072,2017
16703570,25,0,0,0,1072,2017
16767569,27,0,0,0,1072,2017
16831553,31,0,0,0,1072,2017
16895516,25,0,0,0,1073,2017
16959515,17,0,0,0,1075,2017
17023494,6,0,0,0,1076,2017
17087525,15,0,0,0,1077,2017
17151503,18,0,0,0,1077,2017
17215584,20,0,0,0,1077,2017
17279590,22,0,0,0,1077,2017
17343468,25,0,0,0,1077,2017
17407527,32,0,0,0,1077,2017
17471502,32,0,0,0,1078,2017
17535532,29,0,0,0,1077,2017
17599565,34,0,0,0,1078,2017
17663507,17,0,0,0,1080,2017
17727522,22,0,0,0,1081,2017
17791509,27,0,0,0,1081,2017
17855472,26,0,0,0,1081,2017
17919490,28,0,0,0,1081,2018
17983458,29,0,0,0,1081,2017
18047451,32,0,0,0,1082,2017
18111522,36,0,0,0,1082,2017
18175459,37,0,0,0,1082,2017
18239523,39,0,0,0,1082,2017
18303481,46,0,0,0,1083,2017
18367434,8,0,0,0,1086,2018
18431448,23,0,0,0,1085,2017
18495481,29,0,0,0,1086,2017
18559463,28,0,0,0,1086,2017
18623506,31,-1,0,0,1086,2017
18687477,27,0,0,0,1087,2017
18751506,5,0,0,0,1090,2017
18815453,15,0,0,2,1090,2017
18879398,20,0,0,0,1090,2017
18943397,22,0,0,0,1090,2017
19007448,25,0,0,0,1090,2017
19071384,25,0,0,0,1090,2017
19135401,28,0,0,0,1090,2017
19199467,28,0,0,0,1091,2017
19263398,33,-4,0,0,1091,2017
